id,name,alt_names,network,owners,country,categories,is_nsfw,launched,closed,replaced_by,website
HenanTVSatellite.cn,Henan TV Satellite,,,,CN,,FALSE,,,,http://www.hntv.tv/hntv/
HengshuiComprehensiveNewsChannel.cn,Hengshui Comprehensive News Channel,新闻综合频道,,,CN,news,FALSE,,,,
HengshuiMovieEntertainmentChannel.cn,Hengshui Movie & Entertainment Channel,影视娱乐频道,,,CN,movies,FALSE,,,,
HengshuiPublicChannel.cn,Hengshui Public Channel,公共频道,,,CN,general,FALSE,,,,
HennesTV.gh,Henne's TV,,,,GH,,FALSE,,,,
HenricoCountyTelevision.us,Henrico County Television,HCTV,,,US,general,FALSE,,,,https://henrico.us/pr/
Her.us,Her,,,,US,,FALSE,,,,
HeraldTV.in,Herald TV,,,,IN,news,FALSE,,,,https://www.heraldgoa.in/herald-tv.php
HercegTV.ba,Herceg TV,,,,BA,general,FALSE,,,,https://www.herceg.tv/
HeritageTV.bi,Heritage TV,,,,BI,religious,FALSE,,,,
HeritageTV.cd,Heritage TV,Héritage TV,,,CD,religious,FALSE,,,,
HermanasMirabalTV.do,Hermanas Mirabal TV,,,,DO,news,FALSE,,,,https://hermanasmirabal.com/tv/
HermesTVVigo.es,Hermes TV Vigo,,,,ES,news,FALSE,,,,https://hermesvigo.com/
HerNetTV.bd,HerNet TV,,,,BD,lifestyle,FALSE,2019-07-22,,,https://hernet.tv/
Hero.fi,Hero,,,Nelonen Media,FI,movies,FALSE,2014-11-10,,,
Hero.th,Hero,,,,TH,,FALSE,,,,
HeroesIcons.us,Heroes & Icons,,,H&I National Limited Partnership,US,documentary,FALSE,2014-09-28,,,https://www.handitv.com/
HerosTV.cd,Heros TV,Héros TV,,,CD,general,FALSE,,,,https://herostv.net/
HersonPlyus.ua,Herson Plyus,Херсон Плюс,,,UA,general,FALSE,2010-07-07,,,https://khersontv.com/
HesperTV.lu,Hesper TV,,,,LU,general,FALSE,,,,https://www.hesperange.lu/lu/medias/hesper-tv
HetiTV.hu,Heti TV,,,,HU,general,FALSE,,,,https://heti.tv/
Hettin.ps,Hettin,حطين,,,PS,general,FALSE,,,,https://hettin.org
HeviziTV.hu,Hevizi TV,Hévízi TV,,,HU,general,FALSE,,,,https://hevizitv.hu
HewadTV.af,Hewad TV,,,,AF,,FALSE,,,,
HeyuanGeneralistTV.cn,Heyuan Generalist TV,,,,CN,general,FALSE,2006-04-18,,,https://www.hyrtv.cn/itv/
HeyuanPublicTV.cn,Heyuan Public TV,河源公共,,,CN,general,FALSE,,,,http://www.heyuan.gov.cn/bmjy/hysggzyjyzx/mindex.html
HeywetTV.et,Heywet TV,,,Ethiopian Kale Heywet Church,ET,religious,FALSE,,,,https://ekhc.net/
HezeEconomicLifeChannel.cn,Heze Economic Life Channel,,,,CN,general,FALSE,,,,http://www.hznet.tv/live/
HezeNewsChannel.cn,Heze News Channel,菏泽市广播电视台,,,CN,news,FALSE,,,,http://www.hznet.tv/live/
HezeShadowVideoChannel.cn,Heze Shadow Video Channel,,,,CN,entertainment,FALSE,,,,http://www.hznet.tv/live/
HezhengTV.cn,Hezheng TV,,,,CN,general,FALSE,,,,
HGPTV.gy,HGPTV,,,Nial Nelson-Fraser,GY,general,FALSE,,,,https://hgptv.com/
HGTV.au,HGTV,,,Warner Bros. Discovery,AU,lifestyle,FALSE,2015-02-01,,,http://www.hgtv.com/
HGTV.be,HGTV,,,,BE,,FALSE,2024-03-27,,,https://www2.telenet.be/
HGTV.ca,HGTV,,,Rogers Sports & Media,CA,lifestyle,FALSE,2025-01-01,,,https://citytvplus.ca/brands/hgtv
HGTV.de,HGTV,Home & Garden TV,,Warner Bros. Discovery,DE,lifestyle,FALSE,2019-06-06,,,https://de.hgtv.com/
HGTV.hu,HGTV,,,Discovery Inc.,HU,lifestyle,FALSE,,,,https://www.hgtv.co.hu/
HGTV.ie,HGTV,,,Warner Bros. Discovery,IE,lifestyle,FALSE,,,,
HGTV.it,HGTV,,,Warner Bros. Discovery,IT,lifestyle,FALSE,2020-02-02,,,https://homegardentv.it/
HGTV.nl,HGTV,Home & Garden Television,,Warner Bros. Discovery,NL,lifestyle,FALSE,2024-01-15,,,https://www.hgtv.com/
HGTV.nz,HGTV,,Sky Free,Sky Network Television,NZ,lifestyle,FALSE,2016-06-27,,,https://www.hgtv.co.nz/
HGTV.pl,HGTV,HGTV Home&Garden,,Scripps Network Interactive,PL,lifestyle,FALSE,2017-01-07,,,https://hgtv.pl/
HGTV.ru,HGTV,,,,RU,lifestyle,FALSE,2020-05-12,2022-03-09,,https://www.hg-tv.ru/
HGTV.tw,HGTV,居家樂活頻道,,,TW,lifestyle,FALSE,2016-05-29,,,https://www.tlc-tw.com/hgtv.php
HGTV.uk,HGTV,,,Warner Bros. Discovery EMEA,UK,lifestyle,FALSE,1997-11-01,,,https://hgtv.co.uk/
HGTV.us,HGTV,,,Warner Bros. Discovery,US,lifestyle,FALSE,1994-12-30,,,http://www.hgtv.com/
HGTVArabia.us,HGTV Arabia,,,,US,lifestyle,FALSE,,,,http://www.hgtvarabia.com/
HGTVAsia.us,HGTV Asia,,,,US,lifestyle,FALSE,2014-12-01,,,http://www.hgtv.asia/
HGTVLatinAmerica.us,HGTV Latin America,,,,US,lifestyle,FALSE,2019-03-01,,,http://www.hgtv.com/
HGTVSouthAfrica.za,HGTV South Africa,,,,ZA,lifestyle,FALSE,2019-07-15,,,
HGTVUganda.ug,HGTV Uganda,,,,UG,religious,FALSE,,,,
HHQ.ru,HHQ,House Hobby Quest,,,RU,travel,FALSE,2016-01-01,,,https://hhq.tv/
Hidabroot.il,Hidabroot,,,,IL,religious,FALSE,,,,https://www.hidabroot.org/
HidalgoTV.mx,Hidalgo TV,,,,MX,general,FALSE,1982-01-01,,,http://radioytelevision.hidalgo.gob.mx/pag/hidalgotelevision.html
HiDance.pl,HiDance,,mediateka,ZPR Media;N-TEQ,PL,music,FALSE,,,,https://tv.hidance.mediateka.pl/
HidayatTV.uk,Hidayat TV,,,Hidayat Television Limited,UK,religious,FALSE,2008-12-16,,,https://www.hidayattv.uk/
HiDost.in,Hi Dost!,,,,IN,entertainment,FALSE,,,,
HidoyatSari.uz,Hidoyat Sari,,,,UZ,religious,FALSE,,,,https://www.uztv.tv/channels/hidoyat-sari
HighChannelTV.cn,High Channel TV,,,,CN,,FALSE,,,,
HighlandVillageTelevision.us,Highland Village Television,HVTV,,,US,legislative,FALSE,,,,https://tx-highlandvillage.civicplus.com/922/Highland-Village-Television
HighlightTV.kr,Highlight TV,하이라이트TV,,,KR,entertainment,FALSE,,,,http://www.highlighttv.co.kr/
HighNews.in,High News,,,,IN,news,FALSE,,,,https://www.highnewslive.com/
HighStreetTV1.uk,High Street TV 1,,,,UK,shop,FALSE,,,,https://www.highstreettv.com/
HighStreetTV2.uk,High Street TV 2,,,,UK,shop,FALSE,,,,https://www.highstreettv.com/
HighStreetTV3.uk,High Street TV 3,,,,UK,shop,FALSE,,,,https://www.highstreettv.com/
HighStreetTV4.uk,High Street TV 4,,,,UK,shop,FALSE,,,,https://www.highstreettv.com/
HighTimes.us,High Times,,,Hightimes Holding Corp,US,lifestyle,FALSE,,,,https://tv.hightimes.com/pages/home/d/featured
HighTV.gr,High TV,,,,GR,shop,FALSE,,,,https://www.hightv.gr/
HighTV3D.us,High TV 3D,,,Footprint Media Holdings Corporation,US,entertainment,FALSE,,,,https://footprintholding.com/
HighVisionTV.us,High Vision TV,,,,US,music,FALSE,,,,https://www.highvision.tv/
HighwaytoHeaven.us,Highway to Heaven,,Pluto TV,,US,series,FALSE,,,,https://pluto.tv/en/live-tv/highway-to-heaven-gb
HiImpactTV.ng,Hi-Impact TV,,,Hi-Impact Studios,NG,entertainment,FALSE,,,,https://www.hi-impactstudios.com/tv
HijrahTV.id,Hijrah TV,,,,ID,religious,FALSE,,,,
HijrahTV.ng,Hijrah TV,,,,NG,general,FALSE,,,,http://hijrahtv.com/
HikariTVChannel.jp,Hikari TV Channel,ひかりＴＶチャンネル,,,JP,,FALSE,,,,https://www.hikaritv.net/entry/lineup/tv/channel/101/
HikariTVChannel2.jp,Hikari TV Channel 2,ひかりＴＶチャンネル2,,,JP,,FALSE,,,,https://www.hikaritv.net/entry/lineup/tv/channel/102/
HikariTVChannel4K.jp,Hikari TV Channel 4K,ひかりＴＶチャンネル４Ｋ,,,JP,,FALSE,,,,https://www.hikaritv.net/entry/lineup/tv/channel/101/
HilaalTV.za,Hilaal TV,,,,ZA,religious,FALSE,,,,https://hilaal.tv/
HilandoFinoTV.do,Hilando Fino TV,,,,DO,general,FALSE,,,,http://www.hilandofinotv.com/
HillsboroughTV.us,Hillsborough TV,,,,US,legislative,FALSE,,,,https://www.hillsboroughcounty.org/en/about-hillsborough/hillsborough-television
HillsongChannel.us,Hillsong Channel,,Pluto TV,,US,religious,FALSE,,,,https://pluto.tv/en/live-tv/hillsong-channel
HillTV.gh,Hill TV,,,,GH,religious,FALSE,,,,
HimalayaTV.np,Himalaya TV,,,,NP,culture,FALSE,,,,https://www.himalayatv.com/
HimlenTV7.fi,Himlen TV7,,,,FI,religious,FALSE,,,,
HimshikharTelevision.np,Himshikhar Television,हिमशिखर टेलिभिजन,,,NP,general,FALSE,2011-01-19,,,https://himshikhartv.com.np/
HiMusic.pl,HiMusic,,mediateka,ZPR Media;N-TEQ,PL,music,FALSE,,,,https://tv.himusic.mediateka.pl/
HiMusicTV.mk,Hi Music TV,,,,MK,music,FALSE,,,,https://www.himusic.tv
HindiKhabar.in,Hindi Khabar,,,M/S MBiztech Consulting,IN,news,FALSE,,,,https://hindikhabar.com/
HinduDharmam.in,Hindu Dharmam,,,,IN,religious,FALSE,,,,http://www.hindudharmam.in/
HiNews.th,Hi News,,,,TH,news,FALSE,,,,
HiperconectadosTV.cl,Hiperconectados TV,,,,CL,science,FALSE,,,,https://www.hiperconectados.com/
HiperTV.cl,HiperTV,,,,CL,,FALSE,,,,
HipHipHoree.id,Hip Hip Horee!,,,,ID,kids,FALSE,,,,http://www.ieg.id/tv-channel/hip-hip-horee/
HiPlay.tw,Hi-Play,玩家頻道,,,TW,xxx,TRUE,,,,http://www.star-winged.com.tw/hi/
HipodromodelasAmericas.mx,Hipodromo de las Americas,,,,MX,sports,FALSE,,,,https://www.hipodromo.com.mx/desktop/index.php?option=com_contact&view=contact&id=1
HipTrips.de,Hip Trips!,,,,DE,travel,FALSE,,,,https://www.highview.com/
HipTV.ng,HipTV,,,Ayo Animashaun,NG,entertainment,FALSE,2007-07-01,,,http://www.hiphopworldmagazine.com/
HirshabelleTV.so,Hirshabelle TV,,,,SO,general,FALSE,,,,
HirTV.hu,Hir TV,Hír TV,,Hír Televízió Zrt.,HU,news,FALSE,,,,https://hirtv.hu/
HiruTV.lk,Hiru TV,,,Asia Broadcasting Corporation,LK,entertainment,FALSE,2012-05-23,,,https://www.hirutv.lk/
HISDTV.us,HISD TV,,,,US,education,FALSE,,,,https://www.houstonisd.org/livetv
HisGraceTV.ke,His Grace TV,,,,KE,religious,FALSE,,,,
HispaniaTV.pa,Hispania TV,,,,PA,entertainment,FALSE,,,,https://hispaniaweb.tv/
HispanTV.ir,Hispan TV,,,IRIB,IR,news,FALSE,2011-12-21,,,https://www.hispantv.com/
Hispasat4KTV.es,Hispasat 4K TV,,,,ES,general,FALSE,,,,http://www.hispasat.com/
HistoireTV.fr,Histoire TV,Histoire,,Groupe TF1,FR,documentary,FALSE,1997-07-14,,,http://www.histoire.fr/
Historia.ca,Historia,,,Corus Entertainment,CA,documentary,FALSE,2000-01-31,,,https://www.historiatv.com/
Historia.es,Historia,História,,AMC Networks Inc.,ES,entertainment,FALSE,,,,https://tuamc.tv/canal-historia/
Historia.pt,Historia,História,,AMC Networks Inc.,PT,entertainment,FALSE,,,,https://canalhistoria.pt/
History.au,History,The History Channel;Fox History,,Foxtel Networks,AU,documentary,FALSE,1996-01-01,,,http://www.historychannel.com.au/
History.bg,History,,,,BG,documentary,FALSE,,,,http://www.historytv.eu/bg/history-bg
History.br,History,History Brasil,,A+E Networks,BR,documentary,FALSE,2001-01-01,,,https://www.historyplay.tv/br/
History.ca,History,,,Corus Entertainment,CA,documentary,FALSE,1997-10-17,,,https://www.history.ca/
History.cl,History,,,A+E Networks,CL,documentary,FALSE,2001-01-01,,,https://www.historyplay.tv/
History.cz,History,,,,CZ,documentary,FALSE,,,,http://www.history.com/
History.de,History,The History Channel,,A&E Network;NBC Universal Global Networks Deutschland,DE,documentary,FALSE,2004-11-15,,,http://www.history.de/
History.hu,History,History TV Magyarország;History Channel,,AETN UK,HU,documentary,FALSE,,,,https://www.historychannel.co.hu/hu
History.it,History,The History Channel,,A&E Networks,IT,documentary,FALSE,2003-07-31,,,https://www.historychannel.it/
History.jp,History,ヒストリーチャンネル,A+E Networks Asia,,JP,documentary,FALSE,2007-06-15,,,https://jp.history.com/
History.kr,History,,A+E Networks Korea,,KR,documentary,FALSE,2007-06-15,,,http://historykorea.kr/
History.mx,History,,,,MX,documentary,FALSE,,,,https://www.historyplay.tv/
History.nl,History,,,A&E Networks Benelux,NL,documentary,FALSE,2007-05-01,,,https://history.nl/
History.ph,History,,,A+E Networks Asia,PH,documentary,FALSE,2007-06-15,,,http://www.historyasia.com/
History.pl,History,,,,PL,documentary,FALSE,2008-04-09,,,https://www.historytv.pl/
History.ro,History,History România,,,RO,documentary,FALSE,,,,https://www.historytv.ro/
History.ru,History,,,A+E Networks International Ltd.,RU,documentary,FALSE,2013-01-01,2023-01-01,,https://www.mediabg.ru/history-channel
History.se,History,,,,SE,documentary,FALSE,1997-09-01,,,https://www.historytv.se/
History.si,History,History Channel HD,,,SI,documentary,FALSE,,,,https://tv2go.t-2.net/tv/epg/1000048
History.us,History,,A+E Networks,A+E Networks,US,documentary,FALSE,1995-01-01,,,http://www.history.com/
History.ve,History,,,,VE,documentary,FALSE,,,,https://www.historyplay.tv/
History2.ca,History2,,,Corus Entertainment,CA,documentary,FALSE,2001-09-07,,,https://www.history.ca/
History2.pl,History 2,,,,PL,documentary,FALSE,2014-10-28,,,https://www.historytv.pl/history2
History2.ru,History 2,,,A+E Networks International Ltd.,RU,documentary,FALSE,2016-01-01,2023-01-01,,https://mediabg.tilda.ws/history-2-channel
History2Asia.us,History 2 Asia,,,A+E Networks,US,documentary,FALSE,2013-06-14,2022-10-01,,http://h2.historyasia.com/
History2LatinAmerica.us,History 2 Latin America,History 2 Brasil,,,US,documentary,FALSE,,,,http://www.historyplay.tv/history-2
History2MiddleEast.us,History 2 Middle East,,,,US,documentary,FALSE,,,,http://www.history.com/h2
History2Nordic.us,History 2 Nordic,,,,US,documentary,FALSE,,,,https://www.historytv.se/
HistoryAfrica.us,History Africa,,,A+E Networks EMEA,US,documentary,FALSE,2003-12-01,,,https://www.historytv.africa/
HistoryAsia.us,History Asia,,,,US,documentary,FALSE,,,,http://www.historyasia.com/
HistoryenEspanol.us,History en Espanol,History en Español,A+E Networks,A+E Networks,US,documentary,FALSE,,,,http://www.historyenespanol.com/
HistoryHit.us,History Hit,,,,US,,FALSE,,,,https://www.historyhit.com/
HistoryLab.it,History Lab,,,,IT,documentary,FALSE,,,,
HistoryLatinAmerica.us,History Latin America,,,,US,documentary,FALSE,,,,https://www.historyplay.tv/
HistoryMiddleEast.us,History Middle East,,,,US,documentary,FALSE,,,,http://www.historymiddleeast.com/
HistoryTV18.in,History TV18,,A+E Networks/TV18,,IN,documentary,FALSE,2011-10-09,,,http://www.historyindia.com/
Hit.ru,Hit,Хит,,,RU,movies,FALSE,2020-02-03,,,https://www.tricolor.tv/channels/khit/
Hit94FM.aw,Hit 94 FM,,,,AW,music,FALSE,,,,https://broadcast94.yolasite.com/
HitExpressTV.ch,HitExpress TV,,,,CH,general,FALSE,,,,https://www.hitexpress.tv/
HitFM.md,Hit FM,,,,MD,music,FALSE,,,,https://hitfm.md/
HitMixMusic.bg,Hit Mix Music,,,,BG,music,FALSE,,,,http://hitmixmusic.bg/
HITN.us,HITN,,,,US,education,FALSE,1981-01-01,,,https://hitn.tv/
HitoCeroTelevision.cl,Hito Cero Television,Hito Cero Televisión,,,CL,,FALSE,,,,https://www.hitocerotv.cl/
HitradioO3.at,Hitradio O3,Hitradio Ö3,ORF,ORF,AT,music,FALSE,1967-10-01,,,http://oe3.orf.at/
HITS.sg,HITS,,,Rewind Networks,SG,entertainment,FALSE,2013-12-09,,,http://www.hitstv.com/
Hits360TV.do,Hits 360 TV,,,,DO,music,FALSE,,,,http://www.hits360live.com/
HitsAfrica.ng,Hits Africa,,,,NG,music,FALSE,,,,
HitsChannel.co,Hits Channel,,CNC,,CO,music,FALSE,,,,http://www.cncpasto.com/canal-hits/
HitsMelody.rs,Hits Melody,,,,RS,,FALSE,,,,
HITSMovies.sg,HITS Movies,,,Rewind Networks,SG,movies,FALSE,,,,http://www.hitstv.com/movies/
HITSNOW.sg,HITS NOW,,,Rewind Networks,SG,movies,FALSE,,,,https://www.hitsnow.tv/
Hitstation.th,Hit station,,,,TH,,FALSE,,,,http://www.mvtv.co.th/wp/index.php/hitstation_page
HitsTV.ng,Hits TV,,,,NG,,FALSE,,,,
HITTelevizija.ba,HIT Televizija,RTV HIT,,,BA,general,FALSE,,,,https://www.rtvhit.com/
HITTV.es,HIT TV,,,Grupo KISS Media,ES,music,FALSE,2015-12-28,,,http://www.hittv.es/
HitTVChannel.kz,Hit TV Channel,,,Shahar Media Group,KZ,music,FALSE,2003-10-21,,,http://hittv.kz/
HiTV.cm,Hi TV,,,,CM,,FALSE,,,,
HiTV.lk,Hi TV,,,,LK,,FALSE,,,,http://hitv.dailymirror.lk/
HITV.ru,HITV,,,,RU,music,FALSE,2015-12-18,2017-12-31,,http://hittv.ru
Hitz1067FM.bb,Hitz 106.7 FM,,,,BB,music,FALSE,,,,https://www.hitzfm106.com/
HitzTV.bz,Hitz TV,,,,BZ,music,FALSE,,,,https://www.hitz100-oyefm.com/
HiWayTV.at,HiWay TV,,,,AT,general,FALSE,,,,http://www.hiway-tv.at/
HiYAH.us,Hi-YAH!,,,,US,entertainment,FALSE,,,,https://www.hiyahtv.com/help
HJtv.gy,HJtv,Hits n Jams TV,,,GY,entertainment,FALSE,,,,
HK13TV.nl,HK13 TV,,,,NL,general,FALSE,,,,https://www.hk13.tv/
HK6TV.cd,HK6 TV,,,,CD,general,FALSE,,,,
HKIBC.hk,HKIBC,HOY國際財經台,,i-CABLE HOY Limited,HK,business,FALSE,2018-07-30,,,http://www.hkibchannel.com.hk/
HKITV.hk,HKI TV,Hong Kong International Satellite TV;香港國際衛視,,,HK,,FALSE,,,,http://www.hongkongitv.com/pc_news/news_list/cid-2
HKSTV.hk,HKSTV,Hong Kong Satellite TV;香港衛視,,Hong Kong Satellite TV International Media Group,HK,general,FALSE,2010-01-01,,,http://www.hkstv.tv/
HKTV.pk,HK TV,,,,PK,religious,FALSE,,,,https://hktv.pk/
HKTV.us,HKTV,,,,US,education,FALSE,,,,https://reflect-hktv.cablecast.tv/CablecastPublicSite/watch/1?channel=1
HLAIDTV.kr,HLAI-DTV,KBS창원,KBS,Korea Broadcasting System,KR,general,FALSE,1983-10-14,,,https://changwon.kbs.co.kr/index.html
HLAJDTV.kr,HLAJ-DTV,Jeju MBC TV;제주문화방송;濟州文化放送,MBC,Jeju MBC,KR,general,FALSE,1970-08-01,,,https://jejumbc.com/
HLAMDTV.kr,HLAM-DTV,Mokpo MBC TV;목포문화방송;木浦文化放送,MBC,Mokpo MBC,KR,general,FALSE,1987-11-16,,,https://mpmbc.co.kr/
HLANDTV.kr,HLAN-DTV,Chuncheon MBC TV;춘천문화방송;春川文化放送,MBC,Chuncheon MBC,KR,general,FALSE,1983-01-20,,,http://chmbc.co.kr/
HLAODTV.kr,HLAO-DTV,MBC Chungbuk TV;엠비씨충북;MBC忠北,MBC Chungbuk Corporation,,KR,general,FALSE,2016-10-01,,,http://www.mbccb.co.kr/rb/
HLAQDTV.kr,HLAQ-DTV,MBC Gangwon-Yeongdong TV;엠비씨강원영동;MBC江原嶺東,MBC,MBC Gangwon-Yeongdong Corporation,KR,general,FALSE,2015-01-01,,,https://www.mbceg.co.kr/
HLATDTV.kr,HLAT-DTV,Yeosu MBC TV;여수문화방송;麗水文化放送,MBC,Yeosu MBC,KR,general,FALSE,1987-11-21,,,http://www.ysmbc.co.kr/
HLAUDTV.kr,HLAU-DTV,Ulsan MBC TV;울산문화방송;蔚山文化放送,MBC,Ulsan MBC,KR,general,FALSE,1971-01-25,,,https://www.usmbc.co.kr/
HLAVDTV.kr,HLAV-DTV,Pohang MBC TV;포항문화방송;浦項文化放送,MBC,Pohang MBC,KR,general,FALSE,1987-11-24,,,http://www.phmbc.co.kr/
HLAWDTV.kr,HLAW-DTV,Andong MBC TV;안동문화방송;安東文化放送,MBC,Andong MBC,KR,general,FALSE,1987-11-23,,,https://andongmbc.co.kr/
HLAYDTV.kr,HLAY-DTV,KBS경인,KBS,Korea Broadcasting System,KR,general,FALSE,2010-09-13,,,
HLCGDTV.kr,HLCG-DTV,G1 TV;G1방송 TV;G1放送,SBS,G1 Broadcasting Corporation,KR,general,FALSE,2001-12-15,,,https://www.g1tv.co.kr/
HLCHDTV.kr,HLCH-DTV,KBS충주,KBS,Korea Broadcasting System,KR,general,FALSE,1987-11-16,,,https://chungju.kbs.co.kr/index.html
HLCJDTV.kr,HLCJ-DTV,KBS진주,KBS,Korea Broadcasting System,KR,general,FALSE,1980-07-09,,,https://jinju.kbs.co.kr/index.html
HLCNDTV.kr,HLCN-DTV,Gwangju MBC TV;광주문화방송;光州文化放送,MBC,Gwangju MBC,KR,general,FALSE,1970-08-29,,,https://kjmbc.co.kr/
HLCPDTV.kr,HLCP-DTV,KBS포항,KBS,Korea Broadcasting System,KR,general,FALSE,1994-06-22,,,https://pohang.kbs.co.kr/index.html
HLCQDTV.kr,HLCQ-DTV,Daejeon MBC TV;대전문화방송;大田文化放送,MBC,Daejeon MBC,KR,general,FALSE,1971-04-24,,,https://tjmbc.co.kr/
HLCRDTV.kr,HLCR-DTV,KBS안동,KBS,Korea Broadcasting System,KR,general,FALSE,1986-11-27,,,https://andong.kbs.co.kr/index.html
HLCTDTV.kr,HLCT-DTV,Daegu MBC TV;대구문화방송;大邱文化放送,MBC,Daegu MBC,KR,general,FALSE,1970-07-18,,,https://dgmbc.com/
HLCTV.ke,HLC TV,,,,KE,general,FALSE,,,,https://hlctv.co.ke/
HLCWDTV.kr,HLCW-DTV,KBS원주,KBS,Korea Broadcasting System,KR,general,FALSE,1987-11-17,,,https://wonju.kbs.co.kr/index.html
HLCXDTV.kr,HLCX-DTV,Jeonju MBC TV;전주문화방송;全州文化放送,MBC,Jeonju MBC,KR,general,FALSE,1971-04-23,,,https://www.jmbc.co.kr/
HLCYDTV.kr,HLCY-DTV,KBS순천,KBS,Korea Broadcasting System,KR,general,FALSE,1994-08-22,,,https://suncheon.kbs.co.kr/index.html
HLDEDTV.kr,HLDE-DTV,TBC TV;주식회사 티비씨;株式會社 大邱放送,SBS,Taegu Broadcasting Corporation,KR,general,FALSE,1995-05-14,,,https://www.tbc.co.kr/
HLDFDTV.kr,HLDF-DTV,TJB TV;대전방송;大田放送,SBS,Taejon Broadcasting Corporation,KR,general,FALSE,1995-05-14,,,http://www.tjb.co.kr/
HLDGDTV.kr,HLDG-DTV,KNN TV;Korea New Network;주식회사 케이엔엔;주식회사 부산방송;株式會社 釜山放送,SBS,Pusan Broadcasting Corporation,KR,general,FALSE,1995-05-14,,,https://www.knn.co.kr/
HLDHDTV.kr,HLDH-DTV,KBC TV;광주방송;光州放送,SBS,Kwangju Broadcasting Corporation,KR,general,FALSE,1995-05-14,,,http://www.ikbc.co.kr/
HLDPDTV.kr,HLDP-DTV,UBC TV;울산방송;蔚山放送,SBS,Ulsan Broadcasting Corporation,KR,general,FALSE,1997-09-01,,,http://web.ubc.co.kr/wp/tv
HLDQDTV.kr,HLDQ-DTV,JTV;전주방송;全州放送,SBS,Jeonju Broadcasting Corporation,KR,general,FALSE,1997-09-27,,,http://www.jtv.co.kr/
HLDRDTV.kr,HLDR-DTV,CJB TV;청주방송;淸州放送,SBS,Cheongju Broadcasting Corporation,KR,general,FALSE,1997-10-18,,,https://www.cjb.co.kr/
HlektraTV.gr,Hlektra TV,Ηλέκτρα TV,,,GR,general,FALSE,,,,https://www.hlektra.gr/
HLIVE.fr,HLIVE,,,,FR,general,FALSE,,,,
HLKADTV.kr,HLKA-DTV,KBS 1TV;KBS 제1텔레비전,KBS,Korea Broadcasting System,KR,general,FALSE,1980-12-01,,,https://onair.kbs.co.kr/index.html?sname=onair&stype=live&ch_code=11&ch_type=globalList
HLKBDTV.kr,HLKB-DTV,KBS부산,KBS,Korea Broadcasting System,KR,general,FALSE,1972-11-15,,,https://busan.kbs.co.kr/index.html
HLKFDTV.kr,HLKF-DTV,KBS전주,KBS,Korea Broadcasting System,KR,general,FALSE,1978-07-01,,,https://jeonju.kbs.co.kr/index.html
HLKGDTV.kr,HLKG-DTV,KBS대구,KBS,Korea Broadcasting System,KR,general,FALSE,1978-07-01,,,https://daegu.kbs.co.kr/index.html
HLKHDTV.kr,HLKH-DTV,KBS광주,KBS,Korea Broadcasting System,KR,general,FALSE,1978-07-01,,,https://gwangju.kbs.co.kr/index.html
HLKIDTV.kr,HLKI-DTV,KBS대전,KBS,Korea Broadcasting System,KR,general,FALSE,1978-07-01,,,https://daejeon.kbs.co.kr/index.html
HLKJDTV.kr,HLKJ-DTV,JIBS TV;제주방송;濟州放送,SBS,Jeju International Broadcasting System,KR,general,FALSE,2002-05-31,,,https://www.jibs.co.kr/
HLKMDTV.kr,HLKM-DTV,KBS춘천,KBS,Korea Broadcasting System,KR,general,FALSE,1978-07-01,,,https://chuncheon.kbs.co.kr/index.html
HLKNDTV.kr,HLKN-DTV,KBS목포,KBS,Korea Broadcasting System,KR,general,FALSE,1987-11-24,,,https://mokpo.kbs.co.kr/index.html
HLKQDTV.kr,HLKQ-DTV,KBS청주,KBS,Korea Broadcasting System,KR,general,FALSE,1978-07-01,,,https://cheongju.kbs.co.kr/index.html
HLKRDTV.kr,HLKR-DTV,KBS강릉,KBS,Korea Broadcasting System,KR,general,FALSE,1981-07-01,,,https://gangneung.kbs.co.kr/index.html
HLKSDTV.kr,HLKS-DTV,KBS제주,KBS,Korea Broadcasting System,KR,general,FALSE,1975-05-21,,,https://jeju.kbs.co.kr/index.html
HLKUDTV.kr,HLKU-DTV,Busan MBC TV;부산문화방송;釜山文化放送,MBC,Busan MBC,KR,general,FALSE,1970-01-24,,,https://busanmbc.co.kr/
HLN.us,HLN,,,Warner Bros. Discovery,US,news,FALSE,2008-12-15,,,http://edition.cnn.com/HLN/
HLNLive.be,HLN Live,,,DPG Media,BE,news,FALSE,,,,https://www.hln.be/
Hlohovskatelevizia.sk,Hlohovska televizia,Hlohovská televízia,,,SK,general,FALSE,,,,https://hctv.sk/
HLQBDTV.kr,HLQB-DTV,KBS울산,KBS,Korea Broadcasting System,KR,general,FALSE,1985-10-26,,,https://ulsan.kbs.co.kr/index.html
HLQSDTV.kr,HLQS-DTV,OBS Gyeongin TV;OBS경인TV,OBS,OBS Gyeongin TV Corporation,KR,general,FALSE,2007-12-28,,,http://www.obs.co.kr/
HLSADTV.kr,HLSA-DTV,KBS 2TV;KBS 제2텔레비전,KBS,Korea Broadcasting System,KR,general,FALSE,1980-12-01,,,https://onair.kbs.co.kr/index.html?sname=onair&stype=live&ch_code=12&ch_type=globalList
HLSBDTV.kr,HLSB-DTV,Wonju MBC TV;원주문화방송;原州文化放送,MBC,Wonju MBC,KR,general,FALSE,1987-11-26,,,https://www.wjmbc.co.kr/
HluttawSD.mm,Hluttaw S & D,,,,MM,legislative,FALSE,,,,
