name,alt_names,network,country,subdivision,city,owner,founder,launched,closed,website,wikipedia,logo,category,languages,free,satellite,cable,terrestrial,ip_stream
Deeyar TV,,,,Afghanistan,,,,,,,,"https://deeyartelevision.com/","https://scontent-cdg4-1.xx.fbcdn.net/v/t39.30808-6/543365493_122109094058988138_4182579400668323121_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=6ee11a&_nc_ohc=pECNy5ga7PsQ7kNvwGKQC6k&_nc_ht=scontent-cdg4-1.xx&oh=00_AfdppsUUS4R1dcjJA4K76OOX85CS8Am7lwjrC-ox5LETMA&oe=69095DE7","general;news","prs;ps",TRUE,,,,https://cdn69444120.blazingcdn.net/stream.m3u8
